province	year	source_id	source_name	source_url	source_edition	table_id	table_title	source_pdf_page	extraction_status	quality_flag	resource_definition	denominator_population	denominator_unit	denominator_source_id	denominator_notes	value_total_health_institution_beds	value_hospital_beds	value_comprehensive_hospital_beds	value_per_10000_population_total_health_institution_beds	value_per_10000_population_hospital_beds	value_per_10000_population_comprehensive_hospital_beds	unit	notes
重庆市	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	31020000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	220104	162147	102025	70.95551257253385	52.27176015473888	32.89007092198582	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
四川省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	83410000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	598898	442215	284637	71.80170243376094	53.0170243376094	34.12504495863805	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
贵州省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	36000000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	245639	189167	133123	68.23305555555555	52.546388888888885	36.97861111111111	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
云南省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	48300000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	291194	223272	160436	60.28861283643892	46.22608695652174	33.21656314699793	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
西藏自治区	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	3440000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	16787	12604	9552	48.799418604651166	36.63953488372093	27.76744186046512	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
陕西省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	38640000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	253711	204359	147566	65.6601966873706	52.887939958592135	38.189958592132506	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
甘肃省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	26370000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	162737	126147	86969	61.712931361395526	47.83731513083048	32.980280621918844	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
青海省	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	6030000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	39146	32521	22382	64.91873963515755	53.93200663349917	37.117744610281925	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
宁夏回族自治区	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	6880000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	41005	35698	27632	59.600290697674424	51.88662790697674	40.16279069767442	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
新疆维吾尔自治区	2018	nhc_yearbook_2019_pdf	China Health Statistical Yearbook 2019	https://www.nhc.gov.cn/mohwsbwstjxxzx/tjtjnj/202006/456391e2294244c593e871ac254f8aaa.shtml	2019	3-1-3	2018年各地区医疗卫生机构床位数	78	official_pdf_text_layer_parsed	official_pdf_text_parsed_national_total_verified	Comprehensive hospitals are a mutually exclusive hospital category in yearbook table 3-1-3; they are used as a general health-system capacity co-exposure, not as a pure Western-medicine or placebo exposure.	24870000	persons	natcm_2018_extract_a95	Uses the same official NATCM province-year population denominator as the main TCM core-density panel.	178881	141848	98424	71.9264173703257	57.035786087655815	39.575392038600725	beds	Official yearbook PDF page 78; 31 province rows and all three published national totals verified.
